timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1773669620118,16,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,16,0,0
1773669620106,30,后端请求压测,200,OK,线程组 1-9,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,7,0,0
1773669620106,7,后端请求压测-0,307,Temporary Redirect,线程组 1-9,,true,,147,171,10,10,http://127.0.0.1:8000/file,7,0,0
1773669620113,23,后端请求压测-1,200,OK,线程组 1-9,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,23,0,0
1773669620115,23,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,8,0,0
1773669620115,8,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,10,10,http://127.0.0.1:8000/file,8,0,0
1773669620123,15,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,15,0,0
1773669620114,25,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,7,0,0
1773669620114,7,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,10,10,http://127.0.0.1:8000/file,7,0,0
1773669620122,17,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,17,0,0
1773669620117,23,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,4,0,0
1773669620117,4,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,10,10,http://127.0.0.1:8000/file,4,0,0
1773669620121,19,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,19,0,0
1773669620112,29,后端请求压测,200,OK,线程组 1-10,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,7,0,0
1773669620112,7,后端请求压测-0,307,Temporary Redirect,线程组 1-10,,true,,147,171,10,10,http://127.0.0.1:8000/file,7,0,0
1773669620119,22,后端请求压测-1,200,OK,线程组 1-10,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,22,0,0
1773669620116,26,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,6,0,0
1773669620116,6,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,10,10,http://127.0.0.1:8000/file,6,0,0
1773669620122,20,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,20,0,0
1773669620130,25,后端请求压测,200,OK,线程组 1-7,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,7,0,0
1773669620130,7,后端请求压测-0,307,Temporary Redirect,线程组 1-7,,true,,147,171,10,10,http://127.0.0.1:8000/file,7,0,0
1773669620137,18,后端请求压测-1,200,OK,线程组 1-7,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,18,0,0
1773669620136,21,后端请求压测,200,OK,线程组 1-9,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,6,0,0
1773669620136,6,后端请求压测-0,307,Temporary Redirect,线程组 1-9,,true,,147,171,10,10,http://127.0.0.1:8000/file,6,0,0
1773669620142,15,后端请求压测-1,200,OK,线程组 1-9,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,15,0,0
1773669620133,26,后端请求压测,200,OK,线程组 1-8,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,10,0,0
1773669620133,10,后端请求压测-0,307,Temporary Redirect,线程组 1-8,,true,,147,171,10,10,http://127.0.0.1:8000/file,10,0,0
1773669620143,16,后端请求压测-1,200,OK,线程组 1-8,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,16,0,0
1773669620132,29,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,5,0,0
1773669620132,5,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,10,10,http://127.0.0.1:8000/file,5,0,0
1773669620137,24,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,24,0,0
1773669620134,28,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,10,0,0
1773669620134,10,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,10,10,http://127.0.0.1:8000/file,10,0,0
1773669620144,18,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,18,0,0
1773669620139,26,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,7,0,0
1773669620139,7,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,10,10,http://127.0.0.1:8000/file,7,0,0
1773669620146,19,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,19,0,0
1773669620139,27,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,9,0,0
1773669620139,9,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,10,10,http://127.0.0.1:8000/file,9,0,0
1773669620148,18,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,18,0,0
1773669620142,25,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,7,0,0
1773669620142,7,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,10,10,http://127.0.0.1:8000/file,7,0,0
1773669620149,18,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,18,0,0
1773669620140,29,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,5,0,0
1773669620140,5,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,10,10,http://127.0.0.1:8000/file,5,0,0
1773669620145,24,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,24,0,0
1773669620141,29,后端请求压测,200,OK,线程组 1-10,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,6,0,0
1773669620141,6,后端请求压测-0,307,Temporary Redirect,线程组 1-10,,true,,147,171,10,10,http://127.0.0.1:8000/file,6,0,0
1773669620147,23,后端请求压测-1,200,OK,线程组 1-10,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,23,0,0
1773669620155,26,后端请求压测,200,OK,线程组 1-7,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,5,0,0
1773669620155,5,后端请求压测-0,307,Temporary Redirect,线程组 1-7,,true,,147,171,10,10,http://127.0.0.1:8000/file,5,0,0
1773669620160,21,后端请求压测-1,200,OK,线程组 1-7,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,21,0,0
1773669620157,25,后端请求压测,200,OK,线程组 1-9,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,6,0,0
1773669620157,6,后端请求压测-0,307,Temporary Redirect,线程组 1-9,,true,,147,171,10,10,http://127.0.0.1:8000/file,6,0,0
1773669620163,19,后端请求压测-1,200,OK,线程组 1-9,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,19,0,0
1773669620159,24,后端请求压测,200,OK,线程组 1-8,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,5,0,0
1773669620159,5,后端请求压测-0,307,Temporary Redirect,线程组 1-8,,true,,147,171,10,10,http://127.0.0.1:8000/file,5,0,0
1773669620164,19,后端请求压测-1,200,OK,线程组 1-8,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,19,0,0
1773669620162,22,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,6,0,0
1773669620162,6,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,10,10,http://127.0.0.1:8000/file,6,0,0
1773669620168,16,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,16,0,0
1773669620161,24,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,6,0,0
1773669620161,6,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,10,10,http://127.0.0.1:8000/file,6,0,0
1773669620167,18,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,18,0,0
1773669620166,22,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,5,0,0
1773669620166,5,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,10,10,http://127.0.0.1:8000/file,5,0,0
1773669620171,17,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,17,0,0
1773669620165,24,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,7,0,0
1773669620165,7,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,10,10,http://127.0.0.1:8000/file,7,0,0
1773669620172,17,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,17,0,0
1773669620169,21,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,5,0,0
1773669620169,5,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,10,10,http://127.0.0.1:8000/file,5,0,0
1773669620174,16,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,16,0,0
1773669620167,27,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,6,0,0
1773669620167,6,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,10,10,http://127.0.0.1:8000/file,6,0,0
1773669620173,21,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,21,0,0
1773669620170,25,后端请求压测,200,OK,线程组 1-10,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,4,0,0
1773669620170,4,后端请求压测-0,307,Temporary Redirect,线程组 1-10,,true,,147,171,10,10,http://127.0.0.1:8000/file,4,0,0
1773669620174,21,后端请求压测-1,200,OK,线程组 1-10,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,21,0,0
1773669620182,24,后端请求压测,200,OK,线程组 1-9,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,9,0,0
1773669620182,9,后端请求压测-0,307,Temporary Redirect,线程组 1-9,,true,,147,171,10,10,http://127.0.0.1:8000/file,9,0,0
1773669620191,15,后端请求压测-1,200,OK,线程组 1-9,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,15,0,0
1773669620181,26,后端请求压测,200,OK,线程组 1-7,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,5,0,0
1773669620181,5,后端请求压测-0,307,Temporary Redirect,线程组 1-7,,true,,147,171,10,10,http://127.0.0.1:8000/file,5,0,0
1773669620186,21,后端请求压测-1,200,OK,线程组 1-7,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,21,0,0
1773669620183,25,后端请求压测,200,OK,线程组 1-8,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,9,0,0
1773669620183,9,后端请求压测-0,307,Temporary Redirect,线程组 1-8,,true,,147,171,10,10,http://127.0.0.1:8000/file,9,0,0
1773669620192,16,后端请求压测-1,200,OK,线程组 1-8,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,16,0,0
1773669620184,26,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,8,0,0
1773669620184,8,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,10,10,http://127.0.0.1:8000/file,8,0,0
1773669620192,18,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,18,0,0
1773669620185,27,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,8,0,0
1773669620185,8,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,10,10,http://127.0.0.1:8000/file,8,0,0
1773669620193,19,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,19,0,0
1773669620194,22,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,6,0,0
1773669620194,6,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,10,10,http://127.0.0.1:8000/file,6,0,0
1773669620200,16,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,16,0,0
1773669620190,27,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,6,0,0
1773669620190,6,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,10,10,http://127.0.0.1:8000/file,6,0,0
1773669620196,21,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,21,0,0
1773669620195,23,后端请求压测,200,OK,线程组 1-10,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,4,0,0
1773669620195,4,后端请求压测-0,307,Temporary Redirect,线程组 1-10,,true,,147,171,10,10,http://127.0.0.1:8000/file,4,0,0
1773669620199,19,后端请求压测-1,200,OK,线程组 1-10,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,19,0,0
1773669620189,30,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,8,0,0
1773669620189,8,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,10,10,http://127.0.0.1:8000/file,8,0,0
1773669620197,22,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,22,0,0
1773669620188,32,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,9,0,0
1773669620188,9,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,10,10,http://127.0.0.1:8000/file,9,0,0
1773669620197,23,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,23,0,0
1773669620210,23,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,4,0,0
1773669620210,4,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,10,10,http://127.0.0.1:8000/file,4,0,0
1773669620214,19,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,19,0,0
1773669620206,28,后端请求压测,200,OK,线程组 1-9,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,7,0,0
1773669620206,7,后端请求压测-0,307,Temporary Redirect,线程组 1-9,,true,,147,171,10,10,http://127.0.0.1:8000/file,7,0,0
1773669620213,21,后端请求压测-1,200,OK,线程组 1-9,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,21,0,0
1773669620207,29,后端请求压测,200,OK,线程组 1-7,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,7,0,0
1773669620207,7,后端请求压测-0,307,Temporary Redirect,线程组 1-7,,true,,147,171,10,10,http://127.0.0.1:8000/file,7,0,0
1773669620214,22,后端请求压测-1,200,OK,线程组 1-7,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,22,0,0
1773669620212,25,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,9,0,0
1773669620212,9,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,10,10,http://127.0.0.1:8000/file,9,0,0
1773669620221,16,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,16,0,0
1773669620208,30,后端请求压测,200,OK,线程组 1-8,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,7,0,0
1773669620208,7,后端请求压测-0,307,Temporary Redirect,线程组 1-8,,true,,147,171,10,10,http://127.0.0.1:8000/file,7,0,0
1773669620215,23,后端请求压测-1,200,OK,线程组 1-8,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,23,0,0
1773669620218,22,后端请求压测,200,OK,线程组 1-10,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,5,0,0
1773669620218,5,后端请求压测-0,307,Temporary Redirect,线程组 1-10,,true,,147,171,10,10,http://127.0.0.1:8000/file,5,0,0
1773669620223,17,后端请求压测-1,200,OK,线程组 1-10,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,17,0,0
1773669620216,25,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,9,0,0
1773669620216,9,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,10,10,http://127.0.0.1:8000/file,9,0,0
1773669620225,16,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,16,0,0
1773669620219,23,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,5,0,0
1773669620219,5,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,10,10,http://127.0.0.1:8000/file,5,0,0
1773669620224,18,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,18,0,0
1773669620217,26,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,5,0,0
1773669620217,5,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,10,10,http://127.0.0.1:8000/file,5,0,0
1773669620222,21,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,21,0,0
1773669620220,23,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,5,0,0
1773669620220,5,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,10,10,http://127.0.0.1:8000/file,5,0,0
1773669620225,18,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,18,0,0
1773669620233,26,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,6,0,0
1773669620233,6,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,10,10,http://127.0.0.1:8000/file,6,0,0
1773669620239,20,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,20,0,0
1773669620234,26,后端请求压测,200,OK,线程组 1-9,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,10,0,0
1773669620234,10,后端请求压测-0,307,Temporary Redirect,线程组 1-9,,true,,147,171,10,10,http://127.0.0.1:8000/file,10,0,0
1773669620244,16,后端请求压测-1,200,OK,线程组 1-9,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,16,0,0
1773669620239,23,后端请求压测,200,OK,线程组 1-8,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,7,0,0
1773669620239,7,后端请求压测-0,307,Temporary Redirect,线程组 1-8,,true,,147,171,10,10,http://127.0.0.1:8000/file,7,0,0
1773669620246,16,后端请求压测-1,200,OK,线程组 1-8,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,16,0,0
1773669620237,26,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,8,0,0
1773669620237,8,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,10,10,http://127.0.0.1:8000/file,8,0,0
1773669620245,18,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,18,0,0
1773669620236,29,后端请求压测,200,OK,线程组 1-7,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,9,0,0
1773669620236,9,后端请求压测-0,307,Temporary Redirect,线程组 1-7,,true,,147,171,10,10,http://127.0.0.1:8000/file,9,0,0
1773669620245,20,后端请求压测-1,200,OK,线程组 1-7,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,20,0,0
1773669620243,28,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,8,0,0
1773669620243,8,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,10,10,http://127.0.0.1:8000/file,8,0,0
1773669620251,20,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,20,0,0
1773669620242,30,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,7,0,0
1773669620242,7,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,10,10,http://127.0.0.1:8000/file,7,0,0
1773669620249,23,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,23,0,0
1773669620241,32,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,10,0,0
1773669620241,10,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,10,10,http://127.0.0.1:8000/file,10,0,0
1773669620251,22,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,22,0,0
1773669620240,35,后端请求压测,200,OK,线程组 1-10,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,10,0,0
1773669620240,10,后端请求压测-0,307,Temporary Redirect,线程组 1-10,,true,,147,171,10,10,http://127.0.0.1:8000/file,10,0,0
1773669620250,25,后端请求压测-1,200,OK,线程组 1-10,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,25,0,0
1773669620243,33,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,5,0,0
1773669620243,5,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,10,10,http://127.0.0.1:8000/file,5,0,0
1773669620248,28,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,28,0,0
1773669620259,28,后端请求压测,200,OK,线程组 1-1,text,true,,508,343,10,10,http://127.0.0.1:8000/file/,7,0,0
1773669620259,7,后端请求压测-0,307,Temporary Redirect,线程组 1-1,,true,,147,171,10,10,http://127.0.0.1:8000/file,7,0,0
1773669620266,21,后端请求压测-1,200,OK,线程组 1-1,text,true,,361,172,10,10,http://127.0.0.1:8000/file/,21,0,0
1773669620262,27,后端请求压测,200,OK,线程组 1-8,text,true,,508,343,9,9,http://127.0.0.1:8000/file/,8,0,0
1773669620262,8,后端请求压测-0,307,Temporary Redirect,线程组 1-8,,true,,147,171,9,9,http://127.0.0.1:8000/file,8,0,0
1773669620270,19,后端请求压测-1,200,OK,线程组 1-8,text,true,,361,172,9,9,http://127.0.0.1:8000/file/,19,0,0
1773669620263,27,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,9,9,http://127.0.0.1:8000/file/,11,0,0
1773669620263,11,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,9,9,http://127.0.0.1:8000/file,11,0,0
1773669620274,16,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,9,9,http://127.0.0.1:8000/file/,16,0,0
1773669620260,31,后端请求压测,200,OK,线程组 1-9,text,true,,508,343,9,9,http://127.0.0.1:8000/file/,9,0,0
1773669620260,9,后端请求压测-0,307,Temporary Redirect,线程组 1-9,,true,,147,171,9,9,http://127.0.0.1:8000/file,9,0,0
1773669620269,22,后端请求压测-1,200,OK,线程组 1-9,text,true,,361,172,9,9,http://127.0.0.1:8000/file/,22,0,0
1773669620265,28,后端请求压测,200,OK,线程组 1-7,text,true,,508,343,9,9,http://127.0.0.1:8000/file/,9,0,0
1773669620265,9,后端请求压测-0,307,Temporary Redirect,线程组 1-7,,true,,147,171,9,9,http://127.0.0.1:8000/file,9,0,0
1773669620274,19,后端请求压测-1,200,OK,线程组 1-7,text,true,,361,172,9,9,http://127.0.0.1:8000/file/,19,0,0
1773669620271,26,后端请求压测,200,OK,线程组 1-6,text,true,,508,343,9,9,http://127.0.0.1:8000/file/,8,0,0
1773669620271,8,后端请求压测-0,307,Temporary Redirect,线程组 1-6,,true,,147,171,9,9,http://127.0.0.1:8000/file,8,0,0
1773669620279,18,后端请求压测-1,200,OK,线程组 1-6,text,true,,361,172,9,9,http://127.0.0.1:8000/file/,18,0,0
1773669620273,25,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,9,9,http://127.0.0.1:8000/file/,5,0,0
1773669620273,5,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,9,9,http://127.0.0.1:8000/file,5,0,0
1773669620278,20,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,9,9,http://127.0.0.1:8000/file/,20,0,0
1773669620276,23,后端请求压测,200,OK,线程组 1-2,text,true,,508,343,9,9,http://127.0.0.1:8000/file/,5,0,0
1773669620276,5,后端请求压测-0,307,Temporary Redirect,线程组 1-2,,true,,147,171,9,9,http://127.0.0.1:8000/file,5,0,0
1773669620281,18,后端请求压测-1,200,OK,线程组 1-2,text,true,,361,172,9,9,http://127.0.0.1:8000/file/,18,0,0
1773669620272,27,后端请求压测,200,OK,线程组 1-5,text,true,,508,343,9,9,http://127.0.0.1:8000/file/,5,0,0
1773669620272,5,后端请求压测-0,307,Temporary Redirect,线程组 1-5,,true,,147,171,9,9,http://127.0.0.1:8000/file,5,0,0
1773669620277,22,后端请求压测-1,200,OK,线程组 1-5,text,true,,361,172,9,9,http://127.0.0.1:8000/file/,22,0,0
1773669620275,25,后端请求压测,200,OK,线程组 1-10,text,true,,508,343,9,9,http://127.0.0.1:8000/file/,5,0,0
1773669620275,5,后端请求压测-0,307,Temporary Redirect,线程组 1-10,,true,,147,171,9,9,http://127.0.0.1:8000/file,5,0,0
1773669620280,20,后端请求压测-1,200,OK,线程组 1-10,text,true,,361,172,9,9,http://127.0.0.1:8000/file/,20,0,0
1773669620289,24,后端请求压测,200,OK,线程组 1-8,text,true,,508,343,9,9,http://127.0.0.1:8000/file/,7,0,0
1773669620289,7,后端请求压测-0,307,Temporary Redirect,线程组 1-8,,true,,147,171,9,9,http://127.0.0.1:8000/file,7,0,0
1773669620296,17,后端请求压测-1,200,OK,线程组 1-8,text,true,,361,172,9,9,http://127.0.0.1:8000/file/,17,0,0
1773669620290,24,后端请求压测,200,OK,线程组 1-4,text,true,,508,343,9,9,http://127.0.0.1:8000/file/,5,0,0
1773669620290,5,后端请求压测-0,307,Temporary Redirect,线程组 1-4,,true,,147,171,9,9,http://127.0.0.1:8000/file,5,0,0
1773669620295,19,后端请求压测-1,200,OK,线程组 1-4,text,true,,361,172,9,9,http://127.0.0.1:8000/file/,19,0,0
1773669620298,18,后端请求压测,200,OK,线程组 1-3,text,true,,508,343,9,9,http://127.0.0.1:8000/file/,7,0,0
1773669620298,7,后端请求压测-0,307,Temporary Redirect,线程组 1-3,,true,,147,171,9,9,http://127.0.0.1:8000/file,7,0,0
1773669620305,11,后端请求压测-1,200,OK,线程组 1-3,text,true,,361,172,9,9,http://127.0.0.1:8000/file/,11,0,0
1773669620291,26,后端请求压测,200,OK,线程组 1-9,text,true,,508,343,9,9,http://127.0.0.1:8000/file/,3,0,0
1773669620291,3,后端请求压测-0,307,Temporary Redirect,线程组 1-9,,true,,147,171,9,9,http://127.0.0.1:8000/file,3,0,0
1773669620294,23,后端请求压测-1,200,OK,线程组 1-9,text,true,,361,172,9,9,http://127.0.0.1:8000/file/,23,0,0
1773669620293,25,后端请求压测,200,OK,线程组 1-7,text,true,,508,343,9,9,http://127.0.0.1:8000/file/,8,0,0
